Timestamp [µs],Statusword,Position actual value [Inc],Position demand internal value [Inc],Velocity actual value [RPM],Velocity demand value [RPM],Torque actual value [‰],Torque demand [‰],Position following error [Inc],Velocity following error,Torque following error [‰]
6202255,55,1264065,181516,-2999,-3000,-193,-183,-1082549,-1,10
6203256,55,1263245,181516,-3000,-3000,-174,-182,-1081729,0,-8
6204256,55,1262426,181516,-3000,-3000,-156,-183,-1080910,0,-27
6205256,55,1261606,181516,-3001,-3000,-185,-182,-1080090,1,3
6206256,55,1260787,181516,-3000,-3000,-189,-183,-1079271,0,6
6207006,55,1260172,181516,-3000,-3000,-154,-182,-1078656,0,-28
6208256,55,1259147,181516,-3000,-3000,-156,-182,-1077631,0,-26
6209256,55,1258329,181516,-3000,-3000,-182,-182,-1076813,0,0
6210256,55,1257510,181516,-2999,-3000,-195,-183,-1075994,-1,12
6211256,55,1256693,181516,-2998,-3000,-186,-183,-1075177,-2,3
6212255,55,1255874,181516,-2998,-3000,-165,-183,-1074358,-2,-18
6213256,55,1255055,181516,-2998,-3000,-184,-183,-1073539,-2,1
6214255,55,1254237,181516,-2997,-3000,-196,-183,-1072721,-3,13
6215256,55,1253419,181516,-2997,-3000,-180,-183,-1071903,-3,-3
6216256,55,1252600,181516,-2996,-3000,-159,-184,-1071084,-4,-25
6217256,55,1251781,181516,-2998,-3000,-193,-183,-1070265,-2,10
6218256,55,1250960,181516,-2999,-3000,-189,-183,-1069444,-1,6
6219256,55,1250140,181516,-3001,-3000,-175,-182,-1068624,1,-7
6220256,55,1249321,181516,-3001,-3000,-167,-182,-1067805,1,-15
6221255,55,1248499,181516,-3002,-3000,-175,-182,-1066983,2,-7
6222256,55,1247678,181516,-3002,-3000,-193,-182,-1066162,2,11
6223256,55,1246857,181516,-3004,-3000,-171,-181,-1065341,4,-10
6224256,55,1246037,181516,-3003,-3000,-156,-182,-1064521,3,-26
6225256,55,1245217,181516,-3004,-3000,-186,-181,-1063701,4,5
6226255,55,1244398,181516,-3002,-3000,-190,-182,-1062882,2,8
6227256,55,1243579,181516,-3002,-3000,-180,-182,-1062063,2,-2
6228256,55,1242759,181516,-3001,-3000,-156,-182,-1061243,1,-26
6229256,55,1241942,181516,-3000,-3000,-184,-182,-1060426,0,2
6230256,55,1241123,181516,-2999,-3000,-191,-183,-1059607,-1,8
6231256,55,1240306,181516,-2997,-3000,-180,-183,-1058790,-3,-3
6232256,55,1239489,181516,-2995,-3000,-169,-184,-1057973,-5,-15
6233255,55,1238673,181516,-2994,-3000,-186,-184,-1057157,-6,2
6234255,55,1237857,181516,-2992,-3000,-195,-185,-1056341,-8,10
6235255,55,1237041,181516,-2992,-3000,-190,-185,-1055525,-8,5
6236255,55,1236224,181516,-2990,-3000,-162,-185,-1054708,-10,-23
6237256,55,1235408,181516,-2991,-3000,-188,-185,-1053892,-9,3
6238005,55,1234796,181516,-2990,-3000,-201,-185,-1053280,-10,16
6239256,55,1233774,181516,-2991,-3000,-176,-185,-1052258,-9,-9
6240256,55,1232956,181516,-2991,-3000,-177,-185,-1051440,-9,-8
6241255,55,1232139,181516,-2992,-3000,-182,-185,-1050623,-8,-3
6242256,55,1231321,181516,-2992,-3000,-201,-185,-1049805,-8,16
6243255,55,1230505,181516,-2992,-3000,-182,-185,-1048989,-8,-3
6244255,55,1229689,181516,-2991,-3000,-170,-185,-1048173,-9,-15
6245256,55,1228872,181516,-2991,-3000,-181,-185,-1047356,-9,-4
6246255,55,1228056,181516,-2990,-3000,-200,-186,-1046540,-10,14
6247256,55,1227238,181516,-2990,-3000,-176,-186,-1045722,-10,-10
6248255,55,1226423,181516,-2989,-3000,-171,-186,-1044907,-11,-15
6249256,55,1225609,181516,-2988,-3000,-179,-186,-1044093,-12,-7
6250255,55,1224794,181516,-2987,-3000,-205,-187,-1043278,-13,18
6251256,55,1223978,181516,-2986,-3000,-167,-187,-1042462,-14,-20
6252255,55,1223165,181516,-2984,-3000,-186,-188,-1041649,-16,-2
6253256,55,1222351,181516,-2983,-3000,-200,-188,-1040835,-17,12
6254256,55,1221536,181516,-2983,-3000,-213,-188,-1040020,-17,25
6255256,55,1220721,181516,-2983,-3000,-184,-188,-1039205,-17,-4
6256256,55,1219908,181516,-2982,-3000,-184,-189,-1038392,-18,-5
6257255,55,1219092,181516,-2983,-3000,-182,-188,-1037576,-17,-6
6258256,55,1218278,181516,-2983,-3000,-211,-189,-1036762,-17,22
6259255,55,1217461,181516,-2985,-3000,-167,-188,-1035945,-15,-21
6260255,55,1216646,181516,-2985,-3000,-190,-188,-1035130,-15,2
6261256,55,1215831,181516,-2986,-3000,-177,-188,-1034315,-14,-11
6262255,55,1215015,181516,-2986,-3000,-215,-188,-1033499,-14,27
6263255,55,1214198,181516,-2987,-3000,-160,-188,-1032682,-13,-28
6264256,55,1213384,181516,-2986,-3000,-194,-188,-1031868,-14,6
6265255,55,1212567,181516,-2986,-3000,-201,-188,-1031051,-14,13
6266256,55,1211751,181516,-2986,-3000,-210,-188,-1030235,-14,22
6267255,55,1210936,181516,-2986,-3000,-164,-188,-1029420,-14,-24
6268256,55,1210121,181516,-2986,-3000,-189,-189,-1028605,-14,0
6269255,55,1209306,181516,-2986,-3000,-177,-189,-1027790,-14,-12
6270255,55,1208493,181516,-2984,-3000,-221,-189,-1026977,-16,32
6271256,55,1207678,181516,-2984,-3000,-156,-189,-1026162,-16,-33
6272256,55,1206865,181516,-2982,-3000,-206,-190,-1025349,-18,16
6273255,55,1206050,181516,-2982,-3000,-195,-190,-1024534,-18,5
6274256,55,1205237,181516,-2981,-3000,-223,-190,-1023721,-19,33
6275256,55,1204423,181516,-2981,-3000,-160,-190,-1022907,-19,-30
6276256,55,1203608,181516,-2981,-3000,-200,-190,-1022092,-19,10
6277256,55,1202794,181516,-2982,-3000,-184,-190,-1021278,-18,-6
6278255,55,1201978,181516,-2982,-3000,-213,-190,-1020462,-18,23
6279256,55,1201163,181516,-2984,-3000,-165,-190,-1019647,-16,-25
6280256,55,1200346,181516,-2985,-3000,-205,-190,-1018830,-15,15
6281256,55,1199530,181516,-2986,-3000,-193,-189,-1018014,-14,4
6282256,55,1198715,181516,-2987,-3000,-216,-189,-1017199,-13,27
6283256,55,1197898,181516,-2988,-3000,-165,-189,-1016382,-12,-24
6284256,55,1197082,181516,-2987,-3000,-206,-189,-1015566,-13,17
6285256,55,1196266,181516,-2988,-3000,-194,-189,-1014750,-12,5
6286255,55,1195449,181516,-2988,-3000,-211,-189,-1013933,-12,22
6287255,55,1194634,181516,-2988,-3000,-164,-189,-1013118,-12,-25
6288255,55,1193818,181516,-2988,-3000,-201,-189,-1012302,-12,12
6289256,55,1193001,181516,-2988,-3000,-186,-190,-1011485,-12,-4
6290255,55,1192187,181516,-2987,-3000,-205,-190,-1010671,-13,15
6291256,55,1191371,181516,-2987,-3000,-161,-190,-1009855,-13,-29
6292255,55,1190558,181516,-2986,-3000,-208,-190,-1009042,-14,18
6293256,55,1189742,181516,-2985,-3000,-180,-190,-1008226,-15,-10
6294255,55,1188928,181516,-2984,-3000,-213,-191,-1007412,-16,22
6295256,55,1188112,181516,-2985,-3000,-164,-190,-1006596,-15,-26
6296256,55,1187296,181516,-2986,-3000,-205,-191,-1005780,-14,14
6297505,55,1186275,181516,-2987,-3000,-189,-190,-1004759,-13,-1
6298255,55,1185663,181516,-2987,-3000,-199,-190,-1004147,-13,9
6299006,55,1185050,181516,-2988,-3000,-209,-190,-1003534,-12,19
6300256,55,1184028,181516,-2991,-3000,-200,-189,-1002512,-9,11
6301256,55,1183208,181516,-2993,-3000,-191,-189,-1001692,-7,2
6302255,55,1182392,181516,-2993,-3000,-205,-189,-1000876,-7,16
6303255,55,1181573,181516,-2994,-3000,-159,-189,-1000057,-6,-30
6304256,55,1180754,181516,-2994,-3000,-204,-188,-999238,-6,16
6305256,55,1179936,181516,-2995,-3000,-185,-188,-998420,-5,-3
6306256,55,1179117,181516,-2996,-3000,-195,-188,-997601,-4,7
6307255,55,1178300,181516,-2995,-3000,-165,-188,-996784,-5,-23
6308256,55,1177483,181516,-2995,-3000,-209,-188,-995967,-5,21
6309256,55,1176664,181516,-2995,-3000,-188,-188,-995148,-5,0
6310256,55,1175847,181516,-2995,-3000,-191,-189,-994331,-5,2
6311256,55,1175029,181516,-2995,-3000,-166,-189,-993513,-5,-23
6312255,55,1174213,181516,-2994,-3000,-201,-189,-992697,-6,12
6313255,55,1173395,181516,-2992,-3000,-193,-189,-991879,-8,4
6314256,55,1172579,181516,-2992,-3000,-203,-189,-991063,-8,14
6315255,55,1171761,181516,-2993,-3000,-166,-189,-990245,-7,-23
6316256,55,1170945,181516,-2992,-3000,-201,-189,-989429,-8,12
6317256,55,1170126,181516,-2993,-3000,-195,-189,-988610,-7,6
6318256,55,1169308,181516,-2994,-3000,-190,-189,-987792,-6,1
6319255,55,1168489,181516,-2995,-3000,-170,-189,-986973,-5,-19
6320255,55,1167669,181516,-2997,-3000,-203,-188,-986153,-3,15
6321256,55,1166849,181516,-2999,-3000,-190,-188,-985333,-1,2
6322256,55,1166030,181516,-2999,-3000,-198,-188,-984514,-1,10
6323256,55,1165210,181516,-3000,-3000,-161,-187,-983694,0,-26
6324256,55,1164391,181516,-3000,-3000,-203,-187,-982875,0,16
6325256,55,1163570,181516,-3001,-3000,-190,-187,-982054,1,3
6326255,55,1162750,181516,-3001,-3000,-189,-187,-981234,1,2
6327256,55,1161931,181516,-3001,-3000,-165,-187,-980415,1,-22
6328256,55,1161112,181516,-3001,-3000,-186,-187,-979596,1,-1
6329256,55,1160294,181516,-2999,-3000,-191,-188,-978778,-1,3
6330256,55,1159475,181516,-2998,-3000,-188,-188,-977959,-2,0
6331005,55,1158862,181516,-2998,-3000,-201,-188,-977346,-2,13
6332256,55,1157839,181516,-2998,-3000,-199,-188,-976323,-2,11
6333255,55,1157020,181516,-2997,-3000,-191,-188,-975504,-3,3
6334255,55,1156203,181516,-2996,-3000,-204,-189,-974687,-4,15
6335255,55,1155385,181516,-2996,-3000,-165,-189,-973869,-4,-24
6336255,55,1154566,181516,-2996,-3000,-196,-189,-973050,-4,7
6337255,55,1153747,181516,-2997,-3000,-196,-188,-972231,-3,8
6338256,55,1152928,181516,-2997,-3000,-186,-188,-971412,-3,-2
6339256,55,1152109,181516,-2999,-3000,-170,-188,-970593,-1,-18
6340256,55,1151287,181516,-3000,-3000,-203,-187,-969771,0,16
6341256,55,1150466,181516,-3003,-3000,-188,-187,-968950,3,1
6342255,55,1149646,181516,-3003,-3000,-195,-187,-968130,3,8
6343005,55,1149030,181516,-3003,-3000,-196,-187,-967514,3,9
6344256,55,1148005,181516,-3004,-3000,-196,-186,-966489,4,10
6345255,55,1147183,181516,-3005,-3000,-188,-186,-965667,5,2
6346256,55,1146363,181516,-3005,-3000,-189,-186,-964847,5,3
6347255,55,1145540,181516,-3006,-3000,-164,-186,-964024,6,-22
6348255,55,1144721,181516,-3006,-3000,-189,-186,-963205,6,3
6349256,55,1143900,181516,-3005,-3000,-194,-186,-962384,5,8
6350255,55,1143081,181516,-3004,-3000,-195,-186,-961565,4,9
6351255,55,1142260,181516,-3004,-3000,-159,-186,-960744,4,-27
6352256,55,1141440,181516,-3004,-3000,-199,-186,-959924,4,13
6353256,55,1140620,181516,-3003,-3000,-198,-186,-959104,3,12
6354255,55,1139801,181516,-3002,-3000,-205,-187,-958285,2,18
6355255,55,1138982,181516,-3002,-3000,-160,-187,-957466,2,-27
6356255,55,1138162,181516,-3002,-3000,-198,-187,-956646,2,11
6357256,55,1137340,181516,-3004,-3000,-193,-186,-955824,4,7
6358255,55,1136518,181516,-3005,-3000,-194,-186,-955002,5,8
6359256,55,1135696,181516,-3007,-3000,-162,-185,-954180,7,-23
6360256,55,1134874,181516,-3007,-3000,-194,-185,-953358,7,9
6361256,55,1134051,181516,-3010,-3000,-185,-184,-952535,10,1
6362255,55,1133228,181516,-3010,-3000,-204,-184,-951712,10,20
6363256,55,1132405,181516,-3012,-3000,-154,-184,-950889,12,-30
6364256,55,1131582,181516,-3011,-3000,-198,-184,-950066,11,14
6365256,55,1130760,181516,-3011,-3000,-179,-184,-949244,11,-5
6366255,55,1129938,181516,-3011,-3000,-199,-184,-948422,11,15
6367255,55,1129115,181516,-3012,-3000,-167,-184,-947599,12,-17
6368256,55,1128293,181516,-3011,-3000,-199,-183,-946777,11,16
6369255,55,1127470,181516,-3011,-3000,-191,-184,-945954,11,7
6370256,55,1126650,181516,-3010,-3000,-204,-184,-945134,10,20
6371256,55,1125828,181516,-3010,-3000,-151,-184,-944312,10,-33
6372255,55,1125006,181516,-3010,-3000,-210,-184,-943490,10,26
6373256,55,1124183,181516,-3010,-3000,-172,-184,-942667,10,-12
6374256,55,1123363,181516,-3008,-3000,-210,-184,-941847,8,26
6375255,55,1122543,181516,-3008,-3000,-152,-184,-941027,8,-32
6376255,55,1121721,181516,-3007,-3000,-199,-184,-940205,7,15
6377256,55,1120899,181516,-3009,-3000,-186,-184,-939383,9,2
6378256,55,1120076,181516,-3010,-3000,-203,-184,-938560,10,19
6379255,55,1119253,181516,-3011,-3000,-154,-183,-937737,11,-29
6380256,55,1118429,181516,-3012,-3000,-196,-183,-936913,12,13
6381256,55,1117606,181516,-3013,-3000,-177,-182,-936090,13,-5
6382255,55,1116782,181516,-3013,-3000,-213,-182,-935266,13,31
6383255,55,1115958,181516,-3014,-3000,-154,-182,-934442,14,-28
6384256,55,1115135,181516,-3014,-3000,-195,-182,-933619,14,13
6385255,55,1114312,181516,-3014,-3000,-167,-182,-932796,14,-15
6386255,55,1113489,181516,-3014,-3000,-209,-182,-931973,14,27
6387255,55,1112665,181516,-3014,-3000,-162,-182,-931149,14,-20
6388256,55,1111844,181516,-3014,-3000,-189,-182,-930328,14,7
6389255,55,1111020,181516,-3014,-3000,-166,-182,-929504,14,-16
6390256,55,1110200,181516,-3012,-3000,-213,-182,-928684,12,31
6391506,55,1109173,181516,-3010,-3000,-188,-182,-927657,10,6
6392256,55,1108557,181516,-3010,-3000,-193,-182,-927041,10,11
6393255,55,1107735,181516,-3009,-3000,-170,-183,-926219,9,-13
6394256,55,1106914,181516,-3009,-3000,-219,-183,-925398,9,36
6395256,55,1106092,181516,-3008,-3000,-170,-183,-924576,8,-13
6396256,55,1105272,181516,-3008,-3000,-184,-183,-923756,8,1
6397255,55,1104449,181516,-3008,-3000,-174,-183,-922933,8,-9
6398256,55,1103627,181516,-3009,-3000,-210,-182,-922111,9,28
6399255,55,1102803,181516,-3011,-3000,-167,-182,-921287,11,-15
6400256,55,1101980,181516,-3011,-3000,-188,-182,-920464,11,6
6401256,55,1101158,181516,-3012,-3000,-167,-182,-919642,12,-15
6402256,55,1100335,181516,-3013,-3000,-210,-181,-918819,13,29
6403256,55,1099511,181516,-3014,-3000,-167,-181,-917995,14,-14
6404256,55,1098688,181516,-3014,-3000,-181,-181,-917172,14,0
6405255,55,1097865,181516,-3013,-3000,-174,-181,-916349,13,-7
6406255,55,1097043,181516,-3013,-3000,-209,-181,-915527,13,28
6407255,55,1096220,181516,-3013,-3000,-160,-181,-914704,13,-21
6408255,55,1095398,181516,-3012,-3000,-172,-181,-913882,12,-9
6409256,55,1094576,181516,-3012,-3000,-172,-181,-913060,12,-9
6410255,55,1093755,181516,-3010,-3000,-209,-182,-912239,10,27
6411256,55,1092933,181516,-3009,-3000,-167,-182,-911417,9,-15
6412256,55,1092113,181516,-3008,-3000,-179,-182,-910597,8,-3
6413256,55,1091293,181516,-3008,-3000,-195,-182,-909777,8,13
6414256,55,1090472,181516,-3007,-3000,-204,-182,-908956,7,22
6415256,55,1089650,181516,-3007,-3000,-179,-182,-908134,7,-3
6416256,55,1088828,181516,-3007,-3000,-167,-182,-907312,7,-15
6417255,55,1088007,181516,-3008,-3000,-176,-182,-906491,8,-6
6418256,55,1087183,181516,-3009,-3000,-204,-181,-905667,9,23
6419256,55,1086361,181516,-3011,-3000,-162,-181,-904845,11,-19
6420255,55,1085538,181516,-3011,-3000,-174,-181,-904022,11,-7
6421255,55,1084716,181516,-3011,-3000,-185,-181,-903200,11,4
6422505,55,1083687,181516,-3012,-3000,-172,-180,-902171,12,-8
6423256,55,1083069,181516,-3013,-3000,-175,-180,-901553,13,-5
6424256,55,1082247,181516,-3012,-3000,-167,-180,-900731,12,-13
6425256,55,1081422,181516,-3013,-3000,-198,-180,-899906,13,18
6426256,55,1080602,181516,-3012,-3000,-196,-180,-899086,12,16
6427256,55,1079779,181516,-3012,-3000,-170,-180,-898263,12,-10
6428256,55,1078956,181516,-3012,-3000,-160,-180,-897440,12,-20
6429256,55,1078135,181516,-3011,-3000,-175,-180,-896619,11,-5
6430255,55,1077313,181516,-3010,-3000,-194,-180,-895797,10,14
6431256,55,1076494,181516,-3008,-3000,-179,-181,-894978,8,-2
6432256,55,1075673,181516,-3007,-3000,-169,-181,-894157,7,-12
6433255,55,1074852,181516,-3006,-3000,-179,-181,-893336,6,-2
6434256,55,1074031,181516,-3006,-3000,-196,-181,-892515,6,15
6435256,55,1073212,181516,-3006,-3000,-170,-181,-891696,6,-11
6436256,55,1072392,181516,-3004,-3000,-157,-182,-890876,4,-25
6437255,55,1071571,181516,-3005,-3000,-184,-182,-890055,5,2
6438505,55,1070543,181516,-3006,-3000,-180,-181,-889027,6,-1
6439006,55,1070131,181516,-3008,-3000,-150,-181,-888615,8,-31
6440256,55,1069104,181516,-3008,-3000,-162,-181,-887588,8,-19
6441256,55,1068283,181516,-3009,-3000,-175,-180,-886767,9,-5
6442256,55,1067460,181516,-3009,-3000,-185,-180,-885944,9,5
6443256,55,1066638,181516,-3010,-3000,-179,-180,-885122,10,-1
6444256,55,1065815,181516,-3009,-3000,-156,-180,-884299,9,-24
6445256,55,1064993,181516,-3010,-3000,-184,-180,-883477,10,4
6446256,55,1064172,181516,-3009,-3000,-189,-180,-882656,9,9
6447256,55,1063351,181516,-3008,-3000,-182,-180,-881835,8,2
6448256,55,1062530,181516,-3007,-3000,-165,-181,-881014,7,-16
6449256,55,1061709,181516,-3007,-3000,-185,-180,-880193,7,5
6450255,55,1060889,181516,-3006,-3000,-184,-181,-879373,6,3
6451255,55,1060070,181516,-3005,-3000,-172,-181,-878554,5,-9
6452256,55,1059251,181516,-3002,-3000,-164,-182,-877735,2,-18
6453256,55,1058433,181516,-3001,-3000,-181,-182,-876917,1,-1
6454256,55,1057613,181516,-3001,-3000,-191,-182,-876097,1,9
6455256,55,1056794,181516,-3001,-3000,-186,-182,-875278,1,4
6456256,55,1055975,181516,-3000,-3000,-156,-182,-874459,0,-26
6457256,55,1055156,181516,-3000,-3000,-189,-182,-873640,0,7
6458255,55,1054336,181516,-3000,-3000,-186,-182,-872820,0,4
6459256,55,1053515,181516,-3002,-3000,-188,-182,-871999,2,6
6460256,55,1052694,181516,-3003,-3000,-162,-181,-871178,3,-19
6461255,55,1051873,181516,-3004,-3000,-179,-181,-870357,4,-2
6462256,55,1051053,181516,-3004,-3000,-188,-181,-869537,4,7
6463256,55,1050232,181516,-3003,-3000,-186,-181,-868716,3,5
6464256,55,1049413,181516,-3003,-3000,-155,-181,-867897,3,-26
6465256,55,1048591,181516,-3004,-3000,-191,-181,-867075,4,10
6466256,55,1047773,181516,-3003,-3000,-179,-181,-866257,3,-2
6467256,55,1046953,181516,-3002,-3000,-195,-182,-865437,2,13
6468256,55,1046135,181516,-3001,-3000,-156,-182,-864619,1,-26
6469256,55,1045316,181516,-3001,-3000,-200,-182,-863800,1,18
6470255,55,1044496,181516,-3000,-3000,-190,-182,-862980,0,8
6471256,55,1043679,181516,-2999,-3000,-177,-182,-862163,-1,-5
6472256,55,1042861,181516,-2997,-3000,-161,-183,-861345,-3,-22
6473255,55,1042043,181516,-2996,-3000,-188,-183,-860527,-4,5
6474255,55,1041225,181516,-2995,-3000,-190,-183,-859709,-5,7
6475256,55,1040408,181516,-2995,-3000,-189,-183,-858892,-5,6
6476255,55,1039590,181516,-2995,-3000,-164,-184,-858074,-5,-20
6477256,55,1038773,181516,-2995,-3000,-193,-184,-857257,-5,9
6478255,55,1037954,181516,-2996,-3000,-191,-183,-856438,-4,8
6479256,55,1037133,181516,-2998,-3000,-182,-183,-855617,-2,-1
6480256,55,1036314,181516,-2998,-3000,-161,-183,-854798,-2,-22
6481256,55,1035494,181516,-3000,-3000,-179,-182,-853978,0,-3
6482256,55,1034675,181516,-3000,-3000,-184,-182,-853159,0,2
6483256,55,1033856,181516,-2999,-3000,-190,-182,-852340,-1,8
6484256,55,1033036,181516,-2999,-3000,-160,-183,-851520,-1,-23
6485255,55,1032216,181516,-3000,-3000,-188,-182,-850700,0,6
6486256,55,1031398,181516,-2999,-3000,-188,-182,-849882,-1,6
6487256,55,1030580,181516,-2999,-3000,-188,-183,-849064,-1,5
6488255,55,1029761,181516,-2998,-3000,-157,-183,-848245,-2,-26
6489255,55,1028943,181516,-2998,-3000,-181,-183,-847427,-2,-2
6490256,55,1028125,181516,-2997,-3000,-193,-183,-846609,-3,10
6491256,55,1027307,181516,-2997,-3000,-180,-183,-845791,-3,-3
6492256,55,1026490,181516,-2995,-3000,-167,-184,-844974,-5,-17
6493255,55,1025674,181516,-2994,-3000,-181,-184,-844158,-6,-3
6494506,55,1024651,181516,-2993,-3000,-181,-184,-843135,-7,-3
6495006,55,1024241,181516,-2994,-3000,-157,-184,-842725,-6,-27
6496255,55,1023219,181516,-2994,-3000,-155,-184,-841703,-6,-29
6497256,55,1022401,181516,-2995,-3000,-193,-184,-840885,-5,9
6498256,55,1021583,181516,-2996,-3000,-191,-184,-840067,-4,7
6499256,55,1020762,181516,-2998,-3000,-180,-183,-839246,-2,-3
6500256,55,1019943,181516,-2999,-3000,-165,-183,-838427,-1,-18
6501256,55,1019123,181516,-3001,-3000,-175,-182,-837607,1,-7
6502255,55,1018302,181516,-3001,-3000,-188,-182,-836786,1,6
6503256,55,1017481,181516,-3001,-3000,-174,-182,-835965,1,-8
6504256,55,1016663,181516,-3000,-3000,-160,-182,-835147,0,-22
6505256,55,1015843,181516,-3001,-3000,-194,-182,-834327,1,12
6506256,55,1015022,181516,-3001,-3000,-185,-182,-833506,1,3
6507256,55,1014204,181516,-3001,-3000,-188,-182,-832688,1,6
6508256,55,1013385,181516,-3000,-3000,-159,-182,-831869,0,-23
6509256,55,1012566,181516,-3000,-3000,-185,-182,-831050,0,3
6510256,55,1011748,181516,-2998,-3000,-195,-183,-830232,-2,12
6511255,55,1010930,181516,-2999,-3000,-190,-183,-829414,-1,7
6512256,55,1010111,181516,-2997,-3000,-166,-183,-828595,-3,-17
6513256,55,1009295,181516,-2996,-3000,-182,-184,-827779,-4,-2
6514256,55,1008478,181516,-2995,-3000,-194,-184,-826962,-5,10
6515256,55,1007659,181516,-2995,-3000,-191,-184,-826143,-5,7
6516256,55,1006841,181516,-2996,-3000,-161,-184,-825325,-4,-23
6517255,55,1006021,181516,-2997,-3000,-190,-183,-824505,-3,7
6518256,55,1005202,181516,-2997,-3000,-194,-183,-823686,-3,11
6519256,55,1004383,181516,-2999,-3000,-180,-183,-822867,-1,-3
6520256,55,1003562,181516,-2999,-3000,-166,-183,-822046,-1,-17
6521256,55,1002742,181516,-3001,-3000,-186,-182,-821226,1,4
6522255,55,1001922,181516,-3001,-3000,-193,-182,-820406,1,11
6523256,55,1001102,181516,-3002,-3000,-166,-182,-819586,2,-16
6524256,55,1000283,181516,-3001,-3000,-160,-182,-818767,1,-22
6525256,55,999463,181516,-3001,-3000,-195,-182,-817947,1,13
6526256,55,998644,181516,-3000,-3000,-184,-182,-817128,0,2
6527256,55,997825,181516,-3001,-3000,-182,-182,-816309,1,0
6528256,55,997005,181516,-3000,-3000,-160,-183,-815489,0,-23
6529255,55,996187,181516,-2999,-3000,-184,-183,-814671,-1,1
6530256,55,995369,181516,-2997,-3000,-194,-183,-813853,-3,11
6531256,55,994552,181516,-2997,-3000,-172,-183,-813036,-3,-11
6532506,55,993530,181516,-2995,-3000,-184,-184,-812014,-5,0
6533006,55,993120,181516,-2996,-3000,-177,-184,-811604,-4,-7
6534255,55,992100,181516,-2994,-3000,-194,-184,-810584,-6,10
6535256,55,991283,181516,-2994,-3000,-189,-184,-809767,-6,5
6536255,55,990465,181516,-2994,-3000,-164,-184,-808949,-6,-20
6537256,55,989646,181516,-2995,-3000,-194,-184,-808130,-5,10
6538255,55,988827,181516,-2996,-3000,-195,-184,-807311,-4,11
6539255,55,988009,181516,-2997,-3000,-175,-184,-806493,-3,-9
6540256,55,987189,181516,-2997,-3000,-170,-183,-805673,-3,-13
6541256,55,986368,181516,-2999,-3000,-186,-183,-804852,-1,3
6542256,55,985549,181516,-3000,-3000,-196,-183,-804033,0,13
6543256,55,984728,181516,-3000,-3000,-181,-183,-803212,0,-2
6544256,55,983911,181516,-3000,-3000,-167,-183,-802395,0,-16
6545256,55,983091,181516,-3000,-3000,-185,-183,-801575,0,2
6546255,55,982272,181516,-2999,-3000,-188,-183,-800756,-1,5
6547256,55,981453,181516,-3000,-3000,-176,-183,-799937,0,-7
6548256,55,980634,181516,-2999,-3000,-167,-183,-799118,-1,-16
6549006,55,980020,181516,-2999,-3000,-180,-183,-798504,-1,-3
6550255,55,978998,181516,-2997,-3000,-198,-184,-797482,-3,14
6551005,55,978385,181516,-2996,-3000,-154,-184,-796869,-4,-30
6552256,55,977363,181516,-2996,-3000,-174,-184,-795847,-4,-10
6553256,55,976545,181516,-2995,-3000,-177,-184,-795029,-5,-7
6554256,55,975727,181516,-2995,-3000,-198,-184,-794211,-5,14
6555255,55,974910,181516,-2994,-3000,-177,-184,-793394,-6,-7
6556256,55,974093,181516,-2994,-3000,-164,-185,-792577,-6,-21
6557255,55,973274,181516,-2995,-3000,-184,-184,-791758,-5,0
6558256,55,972454,181516,-2997,-3000,-194,-184,-790938,-3,10
6559256,55,971636,181516,-2998,-3000,-172,-184,-790120,-2,-12
6560256,55,970814,181516,-2999,-3000,-170,-183,-789298,-1,-13
6561256,55,969995,181516,-3000,-3000,-177,-183,-788479,0,-6
6562256,55,969175,181516,-3001,-3000,-195,-183,-787659,1,12
6563255,55,968354,181516,-3002,-3000,-181,-182,-786838,2,-1
6564256,55,967534,181516,-3001,-3000,-167,-183,-786018,1,-16
6565256,55,966714,181516,-3002,-3000,-182,-182,-785198,2,0
6566256,55,965894,181516,-3001,-3000,-194,-183,-784378,1,11
6567256,55,965075,181516,-3002,-3000,-176,-182,-783559,2,-6
6568256,55,964254,181516,-3002,-3000,-165,-182,-782738,2,-17
6569256,55,963435,181516,-3002,-3000,-196,-182,-781919,2,14
6570256,55,962616,181516,-3000,-3000,-189,-183,-781100,0,6
6571256,55,961799,181516,-3000,-3000,-160,-183,-780283,0,-23
6572256,55,960979,181516,-2999,-3000,-171,-183,-779463,-1,-12
6573256,55,960160,181516,-2999,-3000,-188,-183,-778644,-1,5
6574255,55,959341,181516,-2999,-3000,-199,-183,-777825,-1,16
6575256,55,958524,181516,-2998,-3000,-176,-183,-777008,-2,-7
6576256,55,957704,181516,-2998,-3000,-161,-183,-776188,-2,-22
6577256,55,956884,181516,-2999,-3000,-191,-183,-775368,-1,8
6578256,55,956064,181516,-3000,-3000,-193,-183,-774548,0,10
6579256,55,955243,181516,-3002,-3000,-177,-182,-773727,2,-5
6580256,55,954423,181516,-3003,-3000,-164,-182,-772907,3,-18
6581256,55,953602,181516,-3004,-3000,-174,-182,-772086,4,-8
6582256,55,952781,181516,-3004,-3000,-195,-182,-771265,4,13
6583256,55,951959,181516,-3005,-3000,-186,-181,-770443,5,5
6584255,55,951139,181516,-3004,-3000,-157,-182,-769623,4,-25
6585256,55,950318,181516,-3005,-3000,-181,-181,-768802,5,0
6586256,55,949497,181516,-3004,-3000,-190,-182,-767981,4,8
